title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value,small_img_url,total
Swiss Set: Salaud Solaire (Sun Tramp),1953,etching,Contemporary Art,14.25,19.25,0.0,prints,Asger Jorn,Danish,https://cmoa-collection-images.s3.amazonaws.com/thing/105670/1011940_image.jpg,1.4,https://cmoa-collection-images.s3.amazonaws.com/thing/105670/sizes/1011940_image-420.jpg,28.0
"The Almoravid Qubba, Marrakech, Morocco",1990,unglazed bisque porcelain body fired to semi-vitreous temperature,Heinz Architectural Center,4.75,7.75,0.0,architectural models,Hugh Colvin,British,https://cmoa-collection-images.s3.amazonaws.com/thing/125983/1030093-1.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/125983/sizes/1030093-1-420.jpg,7.0
Z is for Zoologist,1898,proof (hand-colored),Fine Arts,14.0,17.0,0.0,prints,Sir William Nicholson,English,https://cmoa-collection-images.s3.amazonaws.com/thing/104567/1005226.jpg,6.05,https://cmoa-collection-images.s3.amazonaws.com/thing/104567/sizes/1005226-420.jpg,121.0
Palamos,1954,ink on paper,Fine Arts,22.0,16.0,0.0,drawings and watercolors,Gaston Bertrand,Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/99707/1009532.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/99707/sizes/1009532-420.jpg,17.0
Bowl,c. 1925-1940,silver,Decorative Arts and Design,7.875,6.0,7.875,containers,Georg Jensen Manufactory,Danish,https://cmoa-collection-images.s3.amazonaws.com/thing/4959/CMA-72-49-3.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/4959/sizes/CMA-72-49-3-420.jpg,6.0
Delphian Sibyl,1890,wood block,Fine Arts,5.375,8.0,1.0,printing blocks,Timothy Cole|Michelangelo Buonarroti,American|Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/115684/1000960.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/115684/sizes/1000960-420.jpg,1.0
"William Pitt, First Earl of Chatham",1756,oil on canvas,Fine Arts,39.5,49.75,5.125,paintings,William Hoare,British,https://cmoa-collection-images.s3.amazonaws.com/thing/13818/1000367.jpg,2.95,https://cmoa-collection-images.s3.amazonaws.com/thing/13818/sizes/1000367-420.jpg,59.0
Vase,1903-1904,earthenware,Decorative Arts and Design,5.375,11.25,5.125,Ceramics,Henry van de Velde|Franz Eberstein,Belgian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/96356/75880-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96356/sizes/75880-2-420.jpg,4.0
Pavilion; [exterior elevation],c. 1880,ink on linen,Heinz Architectural Center,10.625,15.0,0.0,drawings and watercolors,Frank X. Heissinger,German,https://cmoa-collection-images.s3.amazonaws.com/thing/13054/13054.jpg,3.15,https://cmoa-collection-images.s3.amazonaws.com/thing/13054/sizes/13054-420.jpg,63.0
Boy,c. 1800,"terracotta, glass, wood, metal, fabric, and leather",Decorative Arts and Design,5.5,12.0,3.5,crèches,Nicola Ingaldi,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/103692/1009985_cropped.jpg,5.55,https://cmoa-collection-images.s3.amazonaws.com/thing/103692/sizes/1009985_cropped-420.jpg,111.0
Ashtray,c. 1931,glazed porcelain,Decorative Arts and Design,3.25,0.625,3.25,Ceramics,Hermann Gretsch|Arzberg Porzellanfabrik,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/3394/CMA-77-44-59.jpg,7.55,https://cmoa-collection-images.s3.amazonaws.com/thing/3394/sizes/CMA-77-44-59-420.jpg,151.0
Tribal Money,1920s,Iron,Decorative Arts and Design,2.875,20.5,0.25,tools and equipment,"unknown Kissi, Liberia",Kissi,https://cmoa-collection-images.s3.amazonaws.com/thing/5377/CMA-93-169-109-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/5377/sizes/CMA-93-169-109-2-420.jpg,11.0
Six Small Drawings of Heads of Old Men,17th century,pen and sepia on white paper,Fine Arts,14.25,19.25,0.0,drawings and watercolors,Stefano Della Bella,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/99105/1004828p1.jpg,4.7,https://cmoa-collection-images.s3.amazonaws.com/thing/99105/sizes/1004828p1-420.jpg,94.0
Salome,1905,etching and drypoint on paper,Fine Arts,22.0,28.0,0.0,prints,Pablo Picasso,Spanish,https://cmoa-collection-images.s3.amazonaws.com/thing/107951/1009198.jpg,2.45,https://cmoa-collection-images.s3.amazonaws.com/thing/107951/sizes/1009198-420.jpg,49.0
"Miniature Portrait of Mary, Viscountess of Fauconberg (1636-1713)",1663,watercolor on vellum mounted on card; gold metal frame,Fine Arts,2.5,3.125,0.25,drawings and watercolors,Samuel Cooper,English,https://cmoa-collection-images.s3.amazonaws.com/thing/73400/1005588.jpg,3.5,https://cmoa-collection-images.s3.amazonaws.com/thing/73400/sizes/1005588-420.jpg,70.0
Verrière (Wineglass Rinser),1776-1777,silver,Decorative Arts and Design,13.25,6.25,7.0,Metals,Charles Frederick Kandler,German,https://cmoa-collection-images.s3.amazonaws.com/thing/5009/CMA-70-32-2388.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/5009/sizes/CMA-70-32-2388-420.jpg,19.0
Portrait of Maggie Edwards,early 1860s,hand-colored albumen print,Photography,6.625,8.625,0.0,photographs,Robert M. Cargo|J. N. Glogger,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/82710/1003318.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/82710/sizes/1003318-420.jpg,79.0
"Untitled (Barragan House, #03)",2005,Laserchrome print,Photography,33.75,30.25,1.5,photographs,Luisa Lambri,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/228515/20650.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/228515/sizes/20650-420.jpg,4.0
Pepper shaker,1935,aluminum,Decorative Arts and Design,0.984,1.5,0.984,Metals,Charles Sheeler,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11410/CMA-2004-4-2.jpg,5.4,https://cmoa-collection-images.s3.amazonaws.com/thing/11410/sizes/CMA-2004-4-2-420.jpg,108.0
"Untitled (Roses and Tulip - Unfinished, 119)",c. 1825,watercolor on paper,Fine Arts,6.0,6.687,0.0,drawings and watercolors,"John Hancock|John Hancock the elder|John Hancock , Jr.",English|English|English,https://cmoa-collection-images.s3.amazonaws.com/thing/111130/1014796.jpg,3.0,https://cmoa-collection-images.s3.amazonaws.com/thing/111130/sizes/1014796-420.jpg,60.0
Wheat Fields after the Rain (The Plain of Auvers),1890,oil on canvas,Fine Arts,36.375,28.875,4.0,paintings,Vincent van Gogh,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/132408/1012404.jpg,1.45,https://cmoa-collection-images.s3.amazonaws.com/thing/132408/sizes/1012404-420.jpg,29.0
Untitled,1989,"optical glass, cut, sandblasted and polished, with paint",Decorative Arts and Design,10.25,16.438,6.25,Glass,Czeslaw Zuber,Polish,https://cmoa-collection-images.s3.amazonaws.com/thing/26139/407.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/26139/sizes/407-420.jpg,1.0
Salad/Dessert Plate (Roulette),c. 1954,glazed porcelain,Decorative Arts and Design,7.5,1.0,7.5,Ceramics,Hermann Gretsch|Jean Luce|Arzberg Porzellanfabrik,German|French|German,https://cmoa-collection-images.s3.amazonaws.com/thing/3428/CMA-77-44-95.jpg,2.1,https://cmoa-collection-images.s3.amazonaws.com/thing/3428/sizes/CMA-77-44-95-420.jpg,42.0
Village; [sketch],1922-1927,pencil on paper,Heinz Architectural Center,7.0,10.0,0.0,drawings and watercolors,Kenneth Hamlyn  McConnel,Australian,https://cmoa-collection-images.s3.amazonaws.com/thing/118598/1029995.jpg,2.05,https://cmoa-collection-images.s3.amazonaws.com/thing/118598/sizes/1029995-420.jpg,41.0
"Cup and Saucer (Fox, Bird, Rabbit)",1985,porcelain with black terra sigillata,Decorative Arts and Design,4.0,2.75,3.0,Ceramics,Edward S. Eberle,American,https://cmoa-collection-images.s3.amazonaws.com/thing/53557/1002906.jpg,7.85,https://cmoa-collection-images.s3.amazonaws.com/thing/53557/sizes/1002906-420.jpg,157.0
Miniature Portrait of a Gentleman,1813,oil on ivory; wood and metal frame,Fine Arts,4.0,4.5,0.375,paintings,A. Weud,Austrian,https://cmoa-collection-images.s3.amazonaws.com/thing/103271/1005686_cropped.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/103271/sizes/1005686_cropped-420.jpg,6.0
Chess Set: Pawn,c. 1845,blue set jasperware,Decorative Arts and Design,0.0,2.5,0.0,Ceramics,John Flaxman|Josiah Wedgwood & Company,British|English,https://cmoa-collection-images.s3.amazonaws.com/thing/2652/CMA-82-93-278.jpg,1.55,https://cmoa-collection-images.s3.amazonaws.com/thing/2652/sizes/CMA-82-93-278-420.jpg,31.0
Cup plate,1830-1840,lacy pressed glass,Decorative Arts and Design,0.0,0.5,0.0,containers,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1218/CMA-46-2-280.jpg,6.5,https://cmoa-collection-images.s3.amazonaws.com/thing/1218/sizes/CMA-46-2-280-420.jpg,130.0
Sugar Tongs,c. 1795,silver,Decorative Arts and Design,1.875,5.75,0.75,Metals,John David,American,https://cmoa-collection-images.s3.amazonaws.com/thing/4021/CMA-27.10.1082.jpg,5.4,https://cmoa-collection-images.s3.amazonaws.com/thing/4021/sizes/CMA-27.10.1082-420.jpg,108.0
Spooner (Baltimore Pear; Gypsy),c. 1875,pressed glass,Decorative Arts and Design,0.0,5.125,0.0,Glass,Adams and Company,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1224/CMA-46-2-87.jpg,10.55,https://cmoa-collection-images.s3.amazonaws.com/thing/1224/sizes/CMA-46-2-87-420.jpg,211.0
"Etching in Blue, Gray, and Brown, 1959",1959,etching,Contemporary Art,14.25,19.25,0.0,prints,Asger Jorn,Danish,https://cmoa-collection-images.s3.amazonaws.com/thing/112733/1011403-image.jpg,1.4,https://cmoa-collection-images.s3.amazonaws.com/thing/112733/sizes/1011403-image-420.jpg,28.0
Sustainable House,2015,"wood, paint",Heinz Architectural Center,0.0,0.0,0.0,architectural models,Tatiana Bilbao S.C.,Mexican,https://cmoa-collection-images.s3.amazonaws.com/thing/155194/114253-1.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/155194/sizes/114253-1-420.jpg,1.0
Skaean Gates,1979,engraving,Contemporary Art,11.0,15.563,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113215/1021423.jpg,7.7,https://cmoa-collection-images.s3.amazonaws.com/thing/113215/sizes/1021423-420.jpg,154.0
Tumbler,1880s-1890s,pressed glass,Decorative Arts and Design,0.0,3.625,0.0,Glass,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0966/CMA-46-2-276.jpg,10.55,https://cmoa-collection-images.s3.amazonaws.com/thing/0966/sizes/CMA-46-2-276-420.jpg,211.0
Saltcellar,1769-1770,"silver, sterling standard, and cut blue glass",Decorative Arts and Design,3.375,2.25,2.75,containers,James Waters,English,https://cmoa-collection-images.s3.amazonaws.com/thing/6472/CMA-48-1-41-A-B.jpg,2.35,https://cmoa-collection-images.s3.amazonaws.com/thing/6472/sizes/CMA-48-1-41-A-B-420.jpg,47.0
Portrait of Raphael,1860,engraving on paper,Fine Arts,22.0,28.0,0.0,prints,Eduard Mandel|Raphael,German|Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/114728/1007452-image.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/114728/sizes/1007452-image-420.jpg,4.0
Lidded vessel,2000,glazed earthenware,Decorative Arts and Design,17.0,30.0,12.0,Ceramics,Ralph Bacerra,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114299/image%20013.jpg,7.85,https://cmoa-collection-images.s3.amazonaws.com/thing/114299/sizes/image%20013-420.jpg,157.0
Coffeepot,c. 1800,basalt with silver lid,Decorative Arts and Design,10.0,9.125,3.5,Ceramics,William Baddley|Eastwood Pottery,English|English,https://cmoa-collection-images.s3.amazonaws.com/thing/2747/CMA-82-93-68-A-B.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/2747/sizes/CMA-82-93-68-A-B-420.jpg,17.0
Liqueur set: glass,19th century,"etched crystal, rosewood, satinwood case",Decorative Arts and Design,0.0,3.438,0.0,Glass,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/7928/CMA-59-5-38-11.jpg,10.55,https://cmoa-collection-images.s3.amazonaws.com/thing/7928/sizes/CMA-59-5-38-11-420.jpg,211.0
Cleopatra,c.1750-1780,sanguine drawing of oval design on cream paper,Fine Arts,14.25,19.25,0.0,drawings and watercolors,Giovanni Battista Cipriani,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/99112/1004819.jpg,4.7,https://cmoa-collection-images.s3.amazonaws.com/thing/99112/sizes/1004819-420.jpg,94.0
Box,17th century,wood,Decorative Arts and Design,5.5,3.5,2.375,containers,unknown French,French,https://cmoa-collection-images.s3.amazonaws.com/thing/3194/CMA-27-10-498.jpg,4.65,https://cmoa-collection-images.s3.amazonaws.com/thing/3194/sizes/CMA-27-10-498-420.jpg,93.0
Crisaliforme (Chrysalislike),2005-2006,"glass, blown; and hemp cord and elm",Decorative Arts and Design,0.0,23.875,0.0,sculpture,Cristiano Bianchin,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/35325/Bianchin%20IG-088%20004.jpg,1.15,https://cmoa-collection-images.s3.amazonaws.com/thing/35325/sizes/Bianchin%20IG-088%20004-420.jpg,23.0
Ladle,"2000, designed 1998",stainless steel with polished finish,Decorative Arts and Design,4.0,14.25,3.75,tools and equipment,Michael Graves|Target Corporation,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/4459/CMA-2000-12-6-5.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/4459/sizes/CMA-2000-12-6-5-420.jpg,18.0
Cat,"26th Dynasty, 664 BCE-525 BCE",bronze,Decorative Arts and Design,2.125,9.625,3.5,Metals,unknown Egyptian,Egyptian,https://cmoa-collection-images.s3.amazonaws.com/thing/3434/CMA-77-49.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/3434/sizes/CMA-77-49-420.jpg,3.0
House for Rick and Sue Goble; [architectural model],c. 1990,foamcore,Heinz Architectural Center,0.0,0.0,0.0,architectural models,Ross Bianco Architects,American,https://cmoa-collection-images.s3.amazonaws.com/thing/127855/1034271-3884.jpg,3.05,https://cmoa-collection-images.s3.amazonaws.com/thing/127855/sizes/1034271-3884-420.jpg,61.0
Creature Collar II,c. 1978-1980,aluminum,Decorative Arts and Design,10.75,3.75,8.5,Metals,Marcia Lewis,American,https://cmoa-collection-images.s3.amazonaws.com/thing/5544/CMA-1999-39-4.jpg,5.4,https://cmoa-collection-images.s3.amazonaws.com/thing/5544/sizes/CMA-1999-39-4-420.jpg,108.0
Salt spoon,c. 1840-1850,silver,Decorative Arts and Design,1.0,3.5,0.25,tools and equipment,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/6311/CMA-79-81-6.jpg,4.45,https://cmoa-collection-images.s3.amazonaws.com/thing/6311/sizes/CMA-79-81-6-420.jpg,89.0
Edging,early 18th century,flax thread (?),Decorative Arts and Design,4.25,55.0,0.0,Textiles,unknown Italian,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/11492/CMA-69-46-17.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/11492/sizes/CMA-69-46-17-420.jpg,19.0
Untitled,2006,tempera on linen,Contemporary Art,41.625,49.375,1.625,paintings,Sergej Jensen,Danish,https://cmoa-collection-images.s3.amazonaws.com/thing/119772/35857.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/119772/sizes/35857-420.jpg,17.0
Cabinet with mirror,c. 1860,"rosewood, mahogany, cherry, and white pine with inlay of various woods, mirrored glass, and gilded bronze",Decorative Arts and Design,89.5,155.75,24.0,furniture,Gustave Herter,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96798/1025408-4.jpg,1.15,https://cmoa-collection-images.s3.amazonaws.com/thing/96798/sizes/1025408-4-420.jpg,23.0
Water Carrier (L’Acquaiolo),after 1881,bronze,Fine Arts,8.0,21.5,8.25,sculpture,Vincenzo Gemito,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/154945/113449-1.jpg,1.15,https://cmoa-collection-images.s3.amazonaws.com/thing/154945/sizes/113449-1-420.jpg,23.0
"Thomas, Lord Vaux","March 17, 1792",etching and stipple engraving printed in color on pink paper,Fine Arts,16.0,22.0,0.0,prints,Francesco Bartolozzi|Hans Holbein the Younger,Italian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/104184/1001458_image.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/104184/sizes/1001458_image-420.jpg,79.0
"Platter, ""Penitentiary in Allegheny, near Pittsburgh, PA""",c. 1829-1836,transfer printed glazed earthenware,Decorative Arts and Design,15.438,1.75,12.813,containers,James Clews|Ralph Clews,English|English,https://cmoa-collection-images.s3.amazonaws.com/thing/160038/1000103-2610.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/160038/sizes/1000103-2610-420.jpg,3.0
Valley Town,1940,gelatin silver print,Photography,10.25,13.125,0.0,photographs,Robert E. Churchill|Willard Van Dyck,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/118996/1003011-image.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/118996/sizes/1003011-image-420.jpg,79.0
The Three Escape Attempts of the Marquis de Side chair,1992,"Baltic birch plywood, poplar, nutmeg, maple, epoxy resin, and analine dye",Decorative Arts and Design,34.0,33.0,28.0,Wood,John Cederquist,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103788/91880-1928.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/103788/sizes/91880-1928-420.jpg,100.0
"Sand grained, speckles, two haloed traces",2002,stoneware,Decorative Arts and Design,0.0,7.625,0.0,Ceramics,Jennifer Lee,British,https://cmoa-collection-images.s3.amazonaws.com/thing/104707/70533_1.jpg,9.85,https://cmoa-collection-images.s3.amazonaws.com/thing/104707/sizes/70533_1-420.jpg,197.0
"House for Harold Arthur Colyer, Darenth, England; [detail drawings, exterior elevation, interior elevation]",1910,"ink, colored gouache and wash",Heinz Architectural Center,26.75,19.75,0.0,drawings and watercolors,"unknown British, active late 19th - early 20th centuries|Wilfred Hoyle",British|British,https://cmoa-collection-images.s3.amazonaws.com/thing/126845/1035771.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/126845/sizes/1035771-420.jpg,6.0
"Angelican Bases, Strings, No. II",c. 1881-1886,ink on paper,Heinz Architectural Center,9.75,13.0,0.0,drawings and watercolors,David C. Hale|Office of Henry Hobson Richardson,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/118087/1029503.jpg,8.95,https://cmoa-collection-images.s3.amazonaws.com/thing/118087/sizes/1029503-420.jpg,179.0
Juno with peacock,1608-1612,etching,Fine Arts,4.812,6.0,0.0,prints,Abraham Bloemaert,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/150818/112860.jpg,6.95,https://cmoa-collection-images.s3.amazonaws.com/thing/150818/sizes/112860-420.jpg,139.0
Box,c. 1900,acid cut blown glass,Decorative Arts and Design,5.75,3.0,5.625,containers,Auguste Legras,French,https://cmoa-collection-images.s3.amazonaws.com/thing/2420/CMA-71-2-A-B.jpg,4.65,https://cmoa-collection-images.s3.amazonaws.com/thing/2420/sizes/CMA-71-2-A-B-420.jpg,93.0
Architecture,c. 1881-1886,ink on tissue paper,Heinz Architectural Center,10.313,10.625,0.0,drawings and watercolors,David C. Hale|Office of Henry Hobson Richardson,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/118131/1029535.jpg,8.95,https://cmoa-collection-images.s3.amazonaws.com/thing/118131/sizes/1029535-420.jpg,179.0
Two Cruet Bottles on Stand,c. 1851,rock crystal and gilded copper,Decorative Arts and Design,0.0,0.0,0.0,Glass,Augustus Welby Northmore Pugin|John Hardman & Co.,British|Scottish,https://cmoa-collection-images.s3.amazonaws.com/thing/11111/CMA-2002-20-1-a-c_1.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/11111/sizes/CMA-2002-20-1-a-c_1-420.jpg,1.0
Village; [sketch],1922-1927,pencil on paper,Heinz Architectural Center,7.0,10.0,0.0,drawings and watercolors,Kenneth Hamlyn  McConnel,Australian,https://cmoa-collection-images.s3.amazonaws.com/thing/118602/1030000.jpg,2.05,https://cmoa-collection-images.s3.amazonaws.com/thing/118602/sizes/1030000-420.jpg,41.0
Cup and Saucer,c. 1745,porcelain,Decorative Arts and Design,0.0,2.0,0.0,Ceramics,Meissen Porcelain Manufactory,German,https://cmoa-collection-images.s3.amazonaws.com/thing/121215/CMA-70-7-89-A-B.jpg,7.75,https://cmoa-collection-images.s3.amazonaws.com/thing/121215/sizes/CMA-70-7-89-A-B-420.jpg,155.0
Goblet (Babyface),1880s-1890s,pressed glass,Decorative Arts and Design,0.0,6.375,0.0,containers,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/9502/CMA-46-2-53.jpg,6.5,https://cmoa-collection-images.s3.amazonaws.com/thing/9502/sizes/CMA-46-2-53-420.jpg,130.0
"Pesmes, Franche-Comté",1825,lithograph on india paper,Fine Arts,16.0,22.0,0.0,prints,Richard  Parkes Bonington|Ciceri,British|,https://cmoa-collection-images.s3.amazonaws.com/thing/110590/1005105-image.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/110590/sizes/1005105-image-420.jpg,2.0
Pieter Haringh (The Young Haringh),1655,drypoint and burin,Fine Arts,16.0,22.0,0.0,prints,Rembrandt Harmensz. van Rijn,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/25707/1017340.jpg,6.95,https://cmoa-collection-images.s3.amazonaws.com/thing/25707/sizes/1017340-420.jpg,139.0
Pope Urban VIII,1624,engraving,Fine Arts,6.812,10.0,0.0,prints,Claude Mellan|Simon Vouet,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/105503/1005344.jpg,3.45,https://cmoa-collection-images.s3.amazonaws.com/thing/105503/sizes/1005344-420.jpg,69.0
The Weakling (recto); Sketch (verso),,charcoal on paper,Fine Arts,16.0,22.0,0.0,drawings and watercolors,Anton Mauve,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/94852/1001593.jpg,3.25,https://cmoa-collection-images.s3.amazonaws.com/thing/94852/sizes/1001593-420.jpg,65.0
Plate,1775,soft paste porcelain,Decorative Arts and Design,9.625,1.25,9.625,Ceramics,Sèvres Porcelain Factory,French,https://cmoa-collection-images.s3.amazonaws.com/thing/1981/CMA-70-32-1378.jpg,9.05,https://cmoa-collection-images.s3.amazonaws.com/thing/1981/sizes/CMA-70-32-1378-420.jpg,181.0
Writing table,c. 1765-1775,wood,Decorative Arts and Design,25.5,42.75,13.5,Wood,Charles Topino,French,https://cmoa-collection-images.s3.amazonaws.com/thing/54450/1015531.jpg,1.3,https://cmoa-collection-images.s3.amazonaws.com/thing/54450/sizes/1015531-420.jpg,26.0
One Touch 12-cup canister,1991/1992,plastic,Decorative Arts and Design,0.0,0.0,0.0,containers,Morison Cousins and Douglas Laib|Tupperware U.S. Inc.,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/5137/CMA-95-75-8-2-A.jpg,1.5,https://cmoa-collection-images.s3.amazonaws.com/thing/5137/sizes/CMA-95-75-8-2-A-420.jpg,30.0
Creamer (Frosted Ribbon),c. 1860-1879,pressed glass,Decorative Arts and Design,3.25,6.187,6.0,Glass,"Bakewell, Pears & Co.",American,https://cmoa-collection-images.s3.amazonaws.com/thing/0045/CMA-46-2-8.jpg,10.55,https://cmoa-collection-images.s3.amazonaws.com/thing/0045/sizes/CMA-46-2-8-420.jpg,211.0
Mary Mourning the Dead Christ,c. 1525-1550,enamel on copper,Decorative Arts and Design,3.0,5.0,0.0,Metals,Leonard or Nardon Pénicaud,French,https://cmoa-collection-images.s3.amazonaws.com/thing/2317/CMA-69-59.jpg,2.3,https://cmoa-collection-images.s3.amazonaws.com/thing/2317/sizes/CMA-69-59-420.jpg,46.0
Cup and Saucer,c. 1925,porcelain,Decorative Arts and Design,0.0,2.25,0.0,Ceramics,Chabrol Frères & Poirer,French,https://cmoa-collection-images.s3.amazonaws.com/thing/5324/7264.jpg,9.05,https://cmoa-collection-images.s3.amazonaws.com/thing/5324/sizes/7264-420.jpg,181.0
"Elizabeth, Lady Hobby","March 1, 1793",etching and stipple engraving printed in color on pink paper,Fine Arts,14.25,19.25,0.0,prints,Francesco Bartolozzi|Hans Holbein the Younger,Italian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/104245/1001485_Image.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/104245/sizes/1001485_Image-420.jpg,79.0
Twenty-five scenes from Ovid's Metamorphoses,1698,"painted wax or plaster relief, silver wire, on reverse painted glass support",Decorative Arts and Design,26.25,18.5,1.75,sculpture,K. Berman|Johann Wilhelm Baur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/100107/27_10_326.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/100107/sizes/27_10_326-420.jpg,5.0
"Two Figures, Blue Background",1950,lithograph on paper,Contemporary Art,10.875,13.688,0.0,prints,Robert Adams,English,https://cmoa-collection-images.s3.amazonaws.com/thing/107557/1009179.jpg,6.05,https://cmoa-collection-images.s3.amazonaws.com/thing/107557/sizes/1009179-420.jpg,121.0
Minotaure No. 6,12/05/1934,printed magazine,Fine Arts,9.75,12.5,0.375,books,Marcel Duchamp|Albert Skira,French|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/147945/108235.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/147945/sizes/108235-420.jpg,4.0
"Madonna and Child, by Giovanni Bellini",1892,unbound wood engraving in clothbound book,Fine Arts,13.5,17.0,0.0,prints,Timothy Cole|Century Company,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/113678/1002853-image.jpg,4.35,https://cmoa-collection-images.s3.amazonaws.com/thing/113678/sizes/1002853-image-420.jpg,87.0
Bowl,Qianlong period (1736-1795),jade or nephrite,Decorative Arts and Design,7.0,4.75,7.0,containers,unknown Chinese,Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/5599/CMA-89-27-25-A-B.jpg,1.85,https://cmoa-collection-images.s3.amazonaws.com/thing/5599/sizes/CMA-89-27-25-A-B-420.jpg,37.0
Rural Couple: Autumn,c. 1770,porcelain with enamel and gilded decoration,Decorative Arts and Design,5.25,5.625,3.0,Ceramics,Karl Gottlieb Lück|Frankenthal Porcelain Factory,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/3217/CMA-70-32-94.jpg,7.55,https://cmoa-collection-images.s3.amazonaws.com/thing/3217/sizes/CMA-70-32-94-420.jpg,151.0
Saltcellar,18th century,silver and glass,Decorative Arts and Design,3.875,3.25,3.75,containers,unknown Dutch,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/5911/CMA-27-10-1031.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/5911/sizes/CMA-27-10-1031-420.jpg,2.0
Miniature Portrait of Major James Burns ( -1831),19th century,watercolor on ivory; gilt metal frame,Fine Arts,2.25,2.875,0.25,drawings and watercolors,F. Turner,British,https://cmoa-collection-images.s3.amazonaws.com/thing/73548/1005593.jpg,3.4,https://cmoa-collection-images.s3.amazonaws.com/thing/73548/sizes/1005593-420.jpg,68.0
