title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value,small_img_url,total
Konstruktion eines Milchstraßen-Elevators,1921,etching on Van Gelder Zonen wove paper,Fine Arts,14.25,19.25,0.0,prints,Johannes Molzahn,German,https://cmoa-collection-images.s3.amazonaws.com/thing/64561/51751.jpg,12.1,https://cmoa-collection-images.s3.amazonaws.com/thing/64561/sizes/51751-420.jpg,242.0
String Composition #63,1955,plastic thread construction,Contemporary Art,45.0,33.0,1.5,mixed media,Sue Fuller,American,https://cmoa-collection-images.s3.amazonaws.com/thing/154216/51963.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/154216/sizes/51963-420.jpg,8.0
Conservatory II,1962 block/ 2007 print,woodblock print on paper,Fine Arts,28.0,22.0,0.0,prints,Matsubara Naoko,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/59750/52825.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/59750/sizes/52825-420.jpg,1750.0
Capital,12th century,marble,Decorative Arts and Design,21.0,11.25,4.0,architectural elements,unknown Southern Italian,European,https://cmoa-collection-images.s3.amazonaws.com/thing/115015/52975.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/115015/sizes/52975-420.jpg,1.0
Table,1880-1885,brass,Decorative Arts and Design,16.0,30.625,16.0,furniture,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96286/52986-2.jpg,1.15,https://cmoa-collection-images.s3.amazonaws.com/thing/96286/sizes/52986-2-420.jpg,23.0
"An-un (Ame), (dark cloud: rain)",2007,kiln formed glass,Decorative Arts and Design,16.5,16.5,6.0,sculpture,Nobuyasu Toyooka,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/117438/53286-7342.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/117438/sizes/53286-7342-420.jpg,8.0
flower,2006,chromogenic print,Contemporary Art,57.0,83.875,2.375,photographs,Wolfgang Tillmans,German,https://cmoa-collection-images.s3.amazonaws.com/thing/227932/53506.jpg,1.3,https://cmoa-collection-images.s3.amazonaws.com/thing/227932/sizes/53506-420.jpg,26.0
Vessel,1979,Ceylon ebony,Decorative Arts and Design,7.75,3.562,7.5,Wood,David Ellsworth,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/59941/53540%202007.84.2;%20Ellsworth,%20David;%20Vessel,%201979.jpg",5.0,"https://cmoa-collection-images.s3.amazonaws.com/thing/59941/sizes/53540%202007.84.2;%20Ellsworth,%20David;%20Vessel,%201979-420.jpg",100.0
Vessel,1978,cocobolo rosewood,Decorative Arts and Design,8.5,3.5,8.5,Wood,David Ellsworth,American,https://cmoa-collection-images.s3.amazonaws.com/thing/105686/53544_1.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/105686/sizes/53544_1-420.jpg,100.0
4 Elements,1988,yellow birch,Decorative Arts and Design,9.5,9.0,2.875,Wood,Michelle Holzapfel,American,https://cmoa-collection-images.s3.amazonaws.com/thing/124734/53548%202007.78.1.TN%20Holzapfel%20Michelle%204%20Elements%201988.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/124734/sizes/53548%202007.78.1.TN%20Holzapfel%20Michelle%204%20Elements%201988-420.jpg,100.0
Vessel,1987,Georgia pine,Decorative Arts and Design,0.0,15.625,11.375,Wood,Ed Moulthrop,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/59943/53553%202007.86;%20Moulthrop,%20Ed;%20Vessel,%201987.jpg",5.0,"https://cmoa-collection-images.s3.amazonaws.com/thing/59943/sizes/53553%202007.86;%20Moulthrop,%20Ed;%20Vessel,%201987-420.jpg",100.0
Vase,1987,earthenware with crystalline glaze,Decorative Arts and Design,6.375,10.375,2.5,Ceramics,Otto Natzler,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/59944/53557%202007.87;%20Natzler,%20Otto;%20Vase,%201987.jpg",7.85,"https://cmoa-collection-images.s3.amazonaws.com/thing/59944/sizes/53557%202007.87;%20Natzler,%20Otto;%20Vase,%201987-420.jpg",157.0
the world won't listen,2004-2007,"3-channel video projection; color, sound; 56 min.",Contemporary Art,0.0,0.0,0.0,installations,Phil Collins,English,https://cmoa-collection-images.s3.amazonaws.com/thing/56695/PhilCollins_42.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/56695/sizes/PhilCollins_42-420.jpg,1.0
"William Granger Ryan Fine Arts Center, Seton Hill College, Greensburg, PA",1990,birch and maple box with leather tooled cover containing 12 small wooden models to be assembled on leather top,Heinz Architectural Center,12.875,6.875,9.375,architectural models,Philip Johnson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/126145/53635-1.jpg,3.05,https://cmoa-collection-images.s3.amazonaws.com/thing/126145/sizes/53635-1-420.jpg,61.0
Skyscraper desk and bookcase,c. 1928,plywood with walnut veneer,Decorative Arts and Design,72.0,74.0,14.5,Wood,Paul T. Frankl,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96296/53875-6.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96296/sizes/53875-6-420.jpg,100.0
Needle Piece,1971,fiberglass,Contemporary Art,16.25,84.75,7.5,sculpture,John Duff,American,https://cmoa-collection-images.s3.amazonaws.com/thing/147241/54274-5382.jpg,9.6,https://cmoa-collection-images.s3.amazonaws.com/thing/147241/sizes/54274-5382-420.jpg,192.0
Untitled (Fuse),1996,gelatin silver print,Contemporary Art,14.5,18.5,1.25,photographs,Marco Breuer,German,https://cmoa-collection-images.s3.amazonaws.com/thing/72591/55137.jpg,1.3,https://cmoa-collection-images.s3.amazonaws.com/thing/72591/sizes/55137-420.jpg,26.0
Peacock,c. 1962,leaf print on paper,Fine Arts,52.25,26.75,2.75,prints,Matsubara Naoko,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/76072/2008.27.1_0014.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/76072/sizes/2008.27.1_0014-420.jpg,1750.0
Circus,c. 1962,potato print on paper,Fine Arts,53.875,28.125,0.75,prints,Matsubara Naoko,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/76073/2008.27.2_0011.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/76073/sizes/2008.27.2_0011-420.jpg,1750.0
Dancers,c. 1962,potato print on paper with collage elements,Fine Arts,41.0,29.5,0.0,prints,Matsubara Naoko,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/76074/2008.27.3_0016.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/76074/sizes/2008.27.3_0016-420.jpg,1750.0
Flowers,1962,leaf print on paper with collage elements on bifold screen,Fine Arts,27.5,54.125,0.875,prints,Matsubara Naoko,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/76075/2008.27.4_0020.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/76075/sizes/2008.27.4_0020-420.jpg,1750.0
Spoon,1991,lilac,Decorative Arts and Design,7.5,0.875,1.6,Wood,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61820/57178%20DecArts02.07.08_Lilac%20Spoon;%20Sartorius,%20Norm;%20Spoon,%201991.jpg",5.0,"https://cmoa-collection-images.s3.amazonaws.com/thing/61820/sizes/57178%20DecArts02.07.08_Lilac%20Spoon;%20Sartorius,%20Norm;%20Spoon,%201991-420.jpg",100.0
Spoon,1991,oysterwood,Decorative Arts and Design,2.375,6.5,2.125,tools and equipment,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61821/57194%20DecArts02.07.08_Oysterwood%20Spo;%20Sartorius,%20Norm;%20Spoon,%201991.jpg",4.45,"https://cmoa-collection-images.s3.amazonaws.com/thing/61821/sizes/57194%20DecArts02.07.08_Oysterwood%20Spo;%20Sartorius,%20Norm;%20Spoon,%201991-420.jpg",89.0
Spoon,1992,cherry burl,Decorative Arts and Design,2.0,6.125,1.25,tools and equipment,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61822/57198%20DecArts02.07.08_Cherry%20Burl%20Sp;%20Sartorius,%20Norm;%20Spoon,%201992.jpg",4.45,"https://cmoa-collection-images.s3.amazonaws.com/thing/61822/sizes/57198%20DecArts02.07.08_Cherry%20Burl%20Sp;%20Sartorius,%20Norm;%20Spoon,%201992-420.jpg",89.0
"""Eyes"" spoon",1996,cocus,Decorative Arts and Design,0.75,12.375,1.0,tools and equipment,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61823/57199%20DecArts02.07.08_Cocus%20Spoon;%20Sartorius,%20Norm;%20Eyes%20spoon,%201996.jpg",4.45,"https://cmoa-collection-images.s3.amazonaws.com/thing/61823/sizes/57199%20DecArts02.07.08_Cocus%20Spoon;%20Sartorius,%20Norm;%20Eyes%20spoon,%201996-420.jpg",89.0
Scoop,1997,boxwood,Decorative Arts and Design,1.875,7.0,1.5,tools and equipment,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61824/57203%20DecArts02.07.08_Boxwood%20scoop;%20Sartorius,%20Norm;%20Scoop,%201997.jpg",4.45,"https://cmoa-collection-images.s3.amazonaws.com/thing/61824/sizes/57203%20DecArts02.07.08_Boxwood%20scoop;%20Sartorius,%20Norm;%20Scoop,%201997-420.jpg",89.0
Folded Spoon,1998,Brazilian rosewood,Decorative Arts and Design,5.0,1.0,3.875,Wood,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61825/57205%20DecArts02.07.08_Folded%20Spoon;%20Sartorius,%20Norm;%20Folded%20Spoon,%201998.jpg",5.0,"https://cmoa-collection-images.s3.amazonaws.com/thing/61825/sizes/57205%20DecArts02.07.08_Folded%20Spoon;%20Sartorius,%20Norm;%20Folded%20Spoon,%201998-420.jpg",100.0
Spoon,2002,algerita burl,Decorative Arts and Design,9.0,2.5,2.5,Wood,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61826/57210%20DecArts02.07.08_Algerita%20burl%20;%20Sartorius,%20Norm;%20Spoon,%202002.jpg",5.0,"https://cmoa-collection-images.s3.amazonaws.com/thing/61826/sizes/57210%20DecArts02.07.08_Algerita%20burl%20;%20Sartorius,%20Norm;%20Spoon,%202002-420.jpg",100.0
Geometry,2006,amboyna burl,Decorative Arts and Design,5.0,1.125,2.875,Wood,Norm Sartorius,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/61827/57213%20DecArts02.07.08_Geometry;%20Sartorius,%20Norm;%20Geometry,%202006.jpg",5.0,"https://cmoa-collection-images.s3.amazonaws.com/thing/61827/sizes/57213%20DecArts02.07.08_Geometry;%20Sartorius,%20Norm;%20Geometry,%202006-420.jpg",100.0
Figure 3,2008,"16mm film; black and white and color, silent; 16 min.",Contemporary Art,0.0,0.0,0.0,films,Paul Sietsema,American,https://cmoa-collection-images.s3.amazonaws.com/thing/66429/jar1-e.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/66429/sizes/jar1-e-420.jpg,14.0
Vase,c. 1876,brass and cloisonné (fused glass),Decorative Arts and Design,0.0,11.0,0.0,containers,Elkington & Company,British,https://cmoa-collection-images.s3.amazonaws.com/thing/97623/58485-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/97623/sizes/58485-2-420.jpg,13.0
Kandor 20,2007,mixed media with video projection,Contemporary Art,96.0,57.063,60.125,installations,Mike Kelley,American,https://cmoa-collection-images.s3.amazonaws.com/thing/65061/MK_Kandor_20.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/65061/sizes/MK_Kandor_20-420.jpg,10.0
Sideboard,c. 1840,"mahogany, pine, and tulip poplar with mahogany veneer, marble, and mirrored glass",Decorative Arts and Design,75.25,57.75,26.25,Wood,William Alexander,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96299/58653.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96299/sizes/58653-420.jpg,100.0
Untitled,2006,mixed media on canvas,Contemporary Art,33.375,25.625,0.0,paintings,Friedrich Kunath,German,https://cmoa-collection-images.s3.amazonaws.com/thing/191907/59323.jpg,1.65,https://cmoa-collection-images.s3.amazonaws.com/thing/191907/sizes/59323-420.jpg,33.0
Bowl with relief tear-drop decoration,2008,"speckled brown, grey, and red pâte-de-verre",Decorative Arts and Design,0.0,3.375,0.0,containers,Margaret Alston,British,https://cmoa-collection-images.s3.amazonaws.com/thing/117743/60502-4589.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/117743/sizes/60502-4589-420.jpg,13.0
Grounded,2007,glass and earthenware,Decorative Arts and Design,10.0,23.0,10.0,mixed media,Richard Hirsch|Michael Rogers,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/64548/60672.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/64548/sizes/60672-420.jpg,1.0
[portfolio cover to] Zeit-Taster. Eine kleine Kollektion utopisch-phantastischer Maschinen und Apparate,1921,color lithograph,Fine Arts,10.625,13.5,0.375,prints,Johannes Molzahn,German,https://cmoa-collection-images.s3.amazonaws.com/thing/64556/60680.jpg,12.1,https://cmoa-collection-images.s3.amazonaws.com/thing/64556/sizes/60680-420.jpg,242.0
Tall case clock,c. 1800,"walnut with inlay of maple and other lightwoods, tulip poplar, brass, lead, and painted iron",Decorative Arts and Design,22.125,100.5,11.125,Wood,William Cock|Israel Gregg|Osborne Manufactory,American|American|British,https://cmoa-collection-images.s3.amazonaws.com/thing/96312/60888-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96312/sizes/60888-2-420.jpg,1.0
Silex chair,c. 1905,plane tree wood and painted iron,Decorative Arts and Design,16.5,34.438,18.5,Wood,Gustave Serrurier-Bovy,Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/96328/61179-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96328/sizes/61179-2-420.jpg,3.0
Zig-Zag chair,c. 1938,deal and hardware,Decorative Arts and Design,14.875,29.875,16.5,Wood,Gerrit Thomas Rietveld,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/96335/61181-3.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96335/sizes/61181-3-420.jpg,4.0
Candlestick,c. 1894,silver,Decorative Arts and Design,4.375,8.25,4.375,lighting devices,Georges Bonat,French,"https://cmoa-collection-images.s3.amazonaws.com/thing/65097/61182%20DecArts041108_Candlestick;%20Bonat,%20Georges;%20Candlestick.jpg",1.1,"https://cmoa-collection-images.s3.amazonaws.com/thing/65097/sizes/61182%20DecArts041108_Candlestick;%20Bonat,%20Georges;%20Candlestick-420.jpg",22.0
Creamer,c. 1835,coin silver,Decorative Arts and Design,7.125,6.687,3.75,containers,Nicholas J. Bogert,American,"https://cmoa-collection-images.s3.amazonaws.com/thing/129212/61193%202008.23.1.TN;%20Bogert,%20Nicholas%20J.;%20Creamer,%20c.%201820.jpg",6.5,"https://cmoa-collection-images.s3.amazonaws.com/thing/129212/sizes/61193%202008.23.1.TN;%20Bogert,%20Nicholas%20J.;%20Creamer,%20c.%201820-420.jpg",130.0
Vase,c. 1890,earthenware with enamel decoration,Decorative Arts and Design,9.5,16.25,7.5,Ceramics,William De Morgan|Fred Passenger,British|British,https://cmoa-collection-images.s3.amazonaws.com/thing/65956/61598.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/65956/sizes/61598-420.jpg,13.0
The Bulstrode Siren,1803,hand-colored stipple engraving on paper,Fine Arts,14.25,19.25,0.0,prints,James Gillray,British,https://cmoa-collection-images.s3.amazonaws.com/thing/99679/62660.jpg,7.7,https://cmoa-collection-images.s3.amazonaws.com/thing/99679/sizes/62660-420.jpg,154.0
Blow Inflatable Armchair,1967,PVC plastic,Decorative Arts and Design,47.125,33.0,40.25,furniture,Jonathan De Pas|Donato D'Urbino|Paolo Lomazzi|Zanotta S.p.A.,Italian|Italian|Italian|Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/96341/65184.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96341/sizes/65184-420.jpg,1.0
Mädchenkopf (Head of a Girl),1920,woodcut on medium weight cream wove paper,Fine Arts,14.25,19.25,0.0,prints,Max Kaus,German,https://cmoa-collection-images.s3.amazonaws.com/thing/107554/65397.jpg,12.1,https://cmoa-collection-images.s3.amazonaws.com/thing/107554/sizes/65397-420.jpg,242.0
Radierung/ No. 4,1916,"drypoint on firm, ivory wove paper",Fine Arts,14.25,19.25,0.0,prints,Vassily Kandinsky,Russian,https://cmoa-collection-images.s3.amazonaws.com/thing/107552/65400_image.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/107552/sizes/65400_image-420.jpg,6.0
Vase,1986,glass,Decorative Arts and Design,0.0,7.25,0.0,containers,Dick Huss,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96353/66060-2.jpg,6.5,https://cmoa-collection-images.s3.amazonaws.com/thing/96353/sizes/66060-2-420.jpg,130.0
Thunder Beings,2008,painted and stained tulip poplar,Decorative Arts and Design,0.0,13.75,0.0,Wood,Ron Layport,American,https://cmoa-collection-images.s3.amazonaws.com/thing/97749/67109-2.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/97749/sizes/67109-2-420.jpg,100.0
Veduta della Villa Est(e)nse in Tivoli - The Villa d'Este Tivoli,1773,etching on paper,Fine Arts,36.0,28.0,0.0,prints,Giovanni Battista Piranesi,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/128283/67223.jpg,6.3,https://cmoa-collection-images.s3.amazonaws.com/thing/128283/sizes/67223-420.jpg,126.0
Untitled (3.3.08),2008,gouache on paper,Contemporary Art,34.75,26.0,1.875,drawings and watercolors,Richard Wright,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113691/67641.jpg,3.4,https://cmoa-collection-images.s3.amazonaws.com/thing/113691/sizes/67641-420.jpg,68.0
Diskfield,2008,CD-ROM,Contemporary Art,0.0,0.0,0.0,computer art,George Roland,American,https://cmoa-collection-images.s3.amazonaws.com/thing/76438/67642.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/76438/sizes/67642-420.jpg,1.0
The UN-NESS of ONE-NESS,2007,"fiberglass, clear casting resin, and blades of grass",Contemporary Art,11.0,8.25,10.75,sculpture,Richard Hughes,British,https://cmoa-collection-images.s3.amazonaws.com/thing/76441/68910.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/76441/sizes/68910-420.jpg,18.0
Henri IV as a child,1822-1845,"bronze, on polychrome wood (walnut) base",Fine Arts,0.0,0.0,0.0,sculpture,Baron François-Joseph Bosio|Félicie de Fauveau,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/116984/70349-5589.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/116984/sizes/70349-5589-420.jpg,2.0
"Sand grained, speckles, two haloed traces",2002,stoneware,Decorative Arts and Design,0.0,7.625,0.0,Ceramics,Jennifer Lee,British,https://cmoa-collection-images.s3.amazonaws.com/thing/104707/70533_1.jpg,9.85,https://cmoa-collection-images.s3.amazonaws.com/thing/104707/sizes/70533_1-420.jpg,197.0
Fumed Oak Inner Rimmed Vessel,2003,oak,Decorative Arts and Design,11.5,8.5,9.5,Wood,Liam Flynn,Irish,https://cmoa-collection-images.s3.amazonaws.com/thing/105703/70540.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/105703/sizes/70540-420.jpg,1.0
DF 2000 Sideboard,c. 1968,"ABS plastic, painted aluminum, and fiberboard",Decorative Arts and Design,78.5,35.5,22.0,furniture,Raymond Loewy|Compagnie de l'Esthétique Industrielle|Doubinski Frères,American|French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/116980/71915-4899.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/116980/sizes/71915-4899-420.jpg,1.0
The Triumphal Arch,plate: c. 1747-1749. impression: c.1750-1759,"etching, engraving, drypoint and burnishing on paper",Fine Arts,30.0,24.0,0.0,prints,Giovanni Battista Piranesi,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/128284/72504.jpg,6.3,https://cmoa-collection-images.s3.amazonaws.com/thing/128284/sizes/72504-420.jpg,126.0
Coupe,c. 1867,agate with gilded and enameled brass,Decorative Arts and Design,7.25,5.0,4.75,containers,Charles Duron,French,"https://cmoa-collection-images.s3.amazonaws.com/thing/71503/74106%20DecArts9.12.08_Duron;%20Duron,%20Charles;%20Coupe,%20c.%201867.jpg",4.65,"https://cmoa-collection-images.s3.amazonaws.com/thing/71503/sizes/74106%20DecArts9.12.08_Duron;%20Duron,%20Charles;%20Coupe,%20c.%201867-420.jpg",93.0
Vase,1903-1904,earthenware,Decorative Arts and Design,5.375,11.25,5.125,Ceramics,Henry van de Velde|Franz Eberstein,Belgian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/96356/75880-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96356/sizes/75880-2-420.jpg,4.0
Miniature chest of drawers,c. 1798,"plum-pudding mahogany, brass, and mirrored glass",Decorative Arts and Design,10.5,16.0,13.5,Wood,Jean-Antoine Bruns,French,https://cmoa-collection-images.s3.amazonaws.com/thing/96363/75883-3.jpg,1.3,https://cmoa-collection-images.s3.amazonaws.com/thing/96363/sizes/75883-3-420.jpg,26.0
Tirol settle,c. 1904,stained poplar,Decorative Arts and Design,68.0,68.0,26.0,Wood,Dawson Dawson-Watson|Byrdcliffe Arts and Crafts Colony,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/96373/Byrdcliffe_2700.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96373/sizes/Byrdcliffe_2700-420.jpg,9.0
Wallpaper maquette,c. 1920,"block-printed paper, ink, and silver leaf",Decorative Arts and Design,19.5,31.0,1.0,prints,Henri Stephany|Desfossé & Karth,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/114562/76322.jpg,3.45,https://cmoa-collection-images.s3.amazonaws.com/thing/114562/sizes/76322-420.jpg,69.0
Wallpaper maquette,1928-1930,"wood-block printed paper, ink",Decorative Arts and Design,18.125,27.625,1.0,prints,J. Grantil,French,https://cmoa-collection-images.s3.amazonaws.com/thing/114563/76331.jpg,37.6,https://cmoa-collection-images.s3.amazonaws.com/thing/114563/sizes/76331-420.jpg,752.0
Wallpaper maquette,1928-1930,"block-printed paper, ink, and silver leaf",Decorative Arts and Design,18.0,28.0,0.0,prints,J. Grantil,French,https://cmoa-collection-images.s3.amazonaws.com/thing/114564/76332.jpg,37.6,https://cmoa-collection-images.s3.amazonaws.com/thing/114564/sizes/76332-420.jpg,752.0
Lamp,c. 1880,glass with enamel and gilded decoration,Decorative Arts and Design,0.0,11.75,0.0,Glass,Philippe-Joseph Brocard,French,https://cmoa-collection-images.s3.amazonaws.com/thing/96380/76870.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96380/sizes/76870-420.jpg,9.0
Mukhalinga (Cosmic and Life-Giving Phallus of God Shiva with Small Face of Shive),no date,stone,Decorative Arts and Design,8.5,25.5,8.75,sculpture,unknown Cambodian|unknown Thai,Cambodian|Thai,https://cmoa-collection-images.s3.amazonaws.com/thing/149205/73.43.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/149205/sizes/73.43-420.jpg,1.0
Vessel,2005,hackberry,Decorative Arts and Design,0.0,5.5,0.0,Wood,Matt Moulthrop,American,https://cmoa-collection-images.s3.amazonaws.com/thing/105684/78883_1.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/105684/sizes/78883_1-420.jpg,100.0
Vessel,1985,figured tulipwood,Decorative Arts and Design,0.0,13.25,0.0,Wood,Philip Moulthrop,American,https://cmoa-collection-images.s3.amazonaws.com/thing/105683/78884_1.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/105683/sizes/78884_1-420.jpg,100.0
Argand lamp,c. 1835,"brass, iron, and glass",Decorative Arts and Design,16.0,20.5,9.0,lighting devices,Cornelius & Son,American,https://cmoa-collection-images.s3.amazonaws.com/thing/76462/2009_3_3317.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/76462/sizes/2009_3_3317-420.jpg,11.0
Argand lamp,c. 1835,"brass, iron, and glass",Decorative Arts and Design,16.0,20.5,9.0,lighting devices,Cornelius & Son,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96399/79142-2.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/96399/sizes/79142-2-420.jpg,11.0
Pitcher,1899-1904,earthenware with luster glaze decoration,Decorative Arts and Design,0.0,10.75,0.0,Ceramics,Zsolnay Manufactory,Hungarian,https://cmoa-collection-images.s3.amazonaws.com/thing/108163/79154.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/108163/sizes/79154-420.jpg,1.0
Armchair,c. 1912,oak and original leather upholstery,Decorative Arts and Design,33.0,59.125,27.75,furniture,George Washington Maher,American,https://cmoa-collection-images.s3.amazonaws.com/thing/115902/79343-8548.jpg,1.15,https://cmoa-collection-images.s3.amazonaws.com/thing/115902/sizes/79343-8548-420.jpg,23.0
Pierced sugar-sifting spoon,c. 1875,aluminum bronze,Decorative Arts and Design,0.0,7.75,0.0,tools and equipment,Paul Morin et Cie,French,https://cmoa-collection-images.s3.amazonaws.com/thing/99162/79686.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/99162/sizes/79686-420.jpg,11.0
Pittsburgh 2007,2007,five-plate daguerreotype panorama,Photography,35.75,12.75,1.0,photographs,Mike Robinson,Canadian,https://cmoa-collection-images.s3.amazonaws.com/thing/82735/robinson%20without%20frame.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/82735/sizes/robinson%20without%20frame-420.jpg,5.0
Slow Angle Walk (Beckett Walk),1968,"video; black and white, sound; 60 min.",Contemporary Art,0.0,0.0,0.0,Video,Bruce Nauman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/88686/Nauman%20Slow%20Angle%20Walk.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/88686/sizes/Nauman%20Slow%20Angle%20Walk-420.jpg,8.0
Bouncing in the Corner No. 1,1968,"video; black and white, sound; 60 min.",Contemporary Art,0.0,0.0,0.0,Video,Bruce Nauman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/88685/Nauman%20Bouncing%20in%20the%20Corner.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/88685/sizes/Nauman%20Bouncing%20in%20the%20Corner-420.jpg,8.0
Black and White Tapes,1970-1975,"video; black and white, sound; 33 min.",Contemporary Art,0.0,0.0,0.0,Video,Paul McCarthy,American,https://cmoa-collection-images.s3.amazonaws.com/thing/88687/McCarthy%20Black%20and%20White%20Tapes%201.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/88687/sizes/McCarthy%20Black%20and%20White%20Tapes%201-420.jpg,8.0
Boppard Chair,1836-1840,beech with mahogany veneer and modern cane,Decorative Arts and Design,16.75,33.688,18.688,Wood,Michael Thonet,Austrian,https://cmoa-collection-images.s3.amazonaws.com/thing/98487/p2788.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/98487/sizes/p2788-420.jpg,4.0
Manufactured Sites,2008,"Fome-Cor, basswood, rubber hose, styrene, plastic, plaster cloth, corrugated plastic, sheet wire, and photo paper",Heinz Architectural Center,16.875,16.875,33.375,architectural models,estudio teddy cruz,American,https://cmoa-collection-images.s3.amazonaws.com/thing/119231/82540_cruz_5015.jpg,3.05,https://cmoa-collection-images.s3.amazonaws.com/thing/119231/sizes/82540_cruz_5015-420.jpg,61.0
